# x	y	u	v	flags	mask
3.2000e+01	2.0000e+02	1.5518e+01	7.7448e+00	0.0000e+00	0.0000e+00
8.8000e+01	2.0000e+02	9.8561e+00	-1.5290e+01	0.0000e+00	0.0000e+00
1.4400e+02	2.0000e+02	1.6814e-01	1.5500e+01	0.0000e+00	0.0000e+00
2.0000e+02	2.0000e+02	-1.5625e+01	-1.6722e+01	0.0000e+00	0.0000e+00
2.5600e+02	2.0000e+02	1.5602e+01	-1.5020e+01	0.0000e+00	0.0000e+00
3.1200e+02	2.0000e+02	1.0910e+01	-1.3803e+00	0.0000e+00	0.0000e+00
3.6800e+02	2.0000e+02	-7.4446e+00	-8.4175e+00	0.0000e+00	0.0000e+00
4.2400e+02	2.0000e+02	4.8489e+00	-4.0926e+00	0.0000e+00	0.0000e+00
4.8000e+02	2.0000e+02	5.0204e+00	8.9454e+00	0.0000e+00	0.0000e+00
5.3600e+02	2.0000e+02	-6.0439e+00	-3.7147e+00	0.0000e+00	0.0000e+00
5.9200e+02	2.0000e+02	-3.0197e+01	2.5797e+01	0.0000e+00	0.0000e+00
6.4800e+02	2.0000e+02	-1.5943e+01	1.5805e+01	0.0000e+00	0.0000e+00
7.0400e+02	2.0000e+02	5.0066e+00	6.1925e-01	0.0000e+00	0.0000e+00
7.6000e+02	2.0000e+02	1.3523e+00	-1.5671e+01	0.0000e+00	0.0000e+00
8.1600e+02	2.0000e+02	1.5683e+01	1.5562e+01	0.0000e+00	0.0000e+00
8.7200e+02	2.0000e+02	-1.6393e+01	1.6313e+01	0.0000e+00	0.0000e+00
9.2800e+02	2.0000e+02	1.5731e+01	8.2617e+00	0.0000e+00	0.0000e+00
9.8400e+02	2.0000e+02	-2.2939e+01	2.6806e+01	0.0000e+00	0.0000e+00
1.0400e+03	2.0000e+02	3.4027e+00	1.0052e+01	0.0000e+00	0.0000e+00
3.2000e+01	1.4400e+02	-6.4450e+00	-1.5926e+01	0.0000e+00	0.0000e+00
8.8000e+01	1.4400e+02	8.5401e+00	1.5525e+01	0.0000e+00	0.0000e+00
1.4400e+02	1.4400e+02	1.4936e+01	8.5606e+00	0.0000e+00	0.0000e+00
2.0000e+02	1.4400e+02	4.0632e+00	-9.7894e-01	0.0000e+00	0.0000e+00
2.5600e+02	1.4400e+02	1.5792e+01	-2.6953e+01	0.0000e+00	0.0000e+00
3.1200e+02	1.4400e+02	1.5601e+01	-3.8220e+00	0.0000e+00	0.0000e+00
3.6800e+02	1.4400e+02	-4.6413e+00	2.8099e+01	0.0000e+00	0.0000e+00
4.2400e+02	1.4400e+02	-2.6103e+01	2.5143e+01	0.0000e+00	0.0000e+00
4.8000e+02	1.4400e+02	-1.5650e+01	-1.5555e+01	0.0000e+00	0.0000e+00
5.3600e+02	1.4400e+02	1.0032e+00	8.4014e-01	0.0000e+00	0.0000e+00
5.9200e+02	1.4400e+02	1.5659e+01	-1.1516e+00	0.0000e+00	0.0000e+00
6.4800e+02	1.4400e+02	1.5626e+01	4.6333e+00	0.0000e+00	0.0000e+00
7.0400e+02	1.4400e+02	6.4484e+00	7.5807e+00	0.0000e+00	0.0000e+00
7.6000e+02	1.4400e+02	-1.2815e+00	1.5703e+01	0.0000e+00	0.0000e+00
8.1600e+02	1.4400e+02	1.1235e+01	-7.2917e+00	0.0000e+00	0.0000e+00
8.7200e+02	1.4400e+02	3.8312e-03	3.6753e-01	0.0000e+00	0.0000e+00
9.2800e+02	1.4400e+02	5.6915e+00	1.2803e+00	0.0000e+00	0.0000e+00
9.8400e+02	1.4400e+02	-1.6814e-01	9.9051e-02	0.0000e+00	0.0000e+00
1.0400e+03	1.4400e+02	2.5221e+01	-1.9783e+01	0.0000e+00	0.0000e+00
3.2000e+01	8.8000e+01	-1.5781e+01	-4.0056e+00	0.0000e+00	0.0000e+00
8.8000e+01	8.8000e+01	1.6448e+01	1.8894e+01	0.0000e+00	0.0000e+00
1.4400e+02	8.8000e+01	1.5537e+01	-1.1165e+01	0.0000e+00	0.0000e+00
2.0000e+02	8.8000e+01	5.8389e+00	1.5764e+01	0.0000e+00	0.0000e+00
2.5600e+02	8.8000e+01	2.4283e+01	-2.8952e+01	0.0000e+00	0.0000e+00
3.1200e+02	8.8000e+01	-1.5536e+01	-1.4209e+01	0.0000e+00	0.0000e+00
3.6800e+02	8.8000e+01	1.5052e-01	-4.8804e-01	0.0000e+00	0.0000e+00
4.2400e+02	8.8000e+01	1.0911e+00	3.1957e-01	0.0000e+00	0.0000e+00
4.8000e+02	8.8000e+01	1.1274e+00	3.6296e-01	0.0000e+00	0.0000e+00
5.3600e+02	8.8000e+01	-1.5908e+01	-1.3417e+01	0.0000e+00	0.0000e+00
5.9200e+02	8.8000e+01	1.6338e+01	-1.6085e+01	0.0000e+00	0.0000e+00
6.4800e+02	8.8000e+01	-1.8963e+00	9.6981e+00	0.0000e+00	0.0000e+00
7.0400e+02	8.8000e+01	1.6318e+01	1.1076e+00	0.0000e+00	0.0000e+00
7.6000e+02	8.8000e+01	2.6099e+01	1.8160e+01	0.0000e+00	0.0000e+00
8.1600e+02	8.8000e+01	1.7174e+00	9.2088e+00	0.0000e+00	0.0000e+00
8.7200e+02	8.8000e+01	2.1876e+01	3.0099e+01	0.0000e+00	0.0000e+00
9.2800e+02	8.8000e+01	-4.9533e+00	-2.0957e+00	0.0000e+00	0.0000e+00
9.8400e+02	8.8000e+01	5.0957e+00	1.1642e+01	0.0000e+00	0.0000e+00
1.0400e+03	8.8000e+01	-1.3829e+01	-5.5760e+00	0.0000e+00	0.0000e+00
3.2000e+01	3.2000e+01	-2.1450e-02	-7.8914e-02	0.0000e+00	0.0000e+00
8.8000e+01	3.2000e+01	-8.3525e-02	-7.2388e-02	0.0000e+00	0.0000e+00
1.4400e+02	3.2000e+01	-2.9479e+01	-2.4021e+01	0.0000e+00	0.0000e+00
2.0000e+02	3.2000e+01	7.0596e+00	2.4879e+00	0.0000e+00	0.0000e+00
2.5600e+02	3.2000e+01	1.5555e+01	1.5683e+01	0.0000e+00	0.0000e+00
3.1200e+02	3.2000e+01	-1.3367e+01	3.1259e+01	0.0000e+00	0.0000e+00
3.6800e+02	3.2000e+01	1.5824e+01	-8.4847e+00	0.0000e+00	0.0000e+00
4.2400e+02	3.2000e+01	-1.5509e+01	-1.0201e+01	0.0000e+00	0.0000e+00
4.8000e+02	3.2000e+01	1.5506e+01	1.6176e+01	0.0000e+00	0.0000e+00
5.3600e+02	3.2000e+01	-6.2143e-01	3.7827e+00	0.0000e+00	0.0000e+00
5.9200e+02	3.2000e+01	1.4071e+01	1.5502e+01	0.0000e+00	0.0000e+00
6.4800e+02	3.2000e+01	-1.5720e+01	1.5613e+01	0.0000e+00	0.0000e+00
7.0400e+02	3.2000e+01	4.1527e+00	7.5294e+00	0.0000e+00	0.0000e+00
7.6000e+02	3.2000e+01	9.1317e+00	1.5505e+01	0.0000e+00	0.0000e+00
8.1600e+02	3.2000e+01	1.7126e+01	1.5558e+01	0.0000e+00	0.0000e+00
8.7200e+02	3.2000e+01	2.1483e+01	2.3053e+01	0.0000e+00	0.0000e+00
9.2800e+02	3.2000e+01	-2.3283e+01	-8.6468e+00	0.0000e+00	0.0000e+00
9.8400e+02	3.2000e+01	-2.4746e+01	-1.3552e+00	0.0000e+00	0.0000e+00
1.0400e+03	3.2000e+01	2.4301e+01	-3.9258e+00	0.0000e+00	0.0000e+00
